Gene,Pathway,OG_TSG
DLL3,WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER,TSG
CDKL2,WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER,TSG
CLDN16,WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER,TSG
EIF5A2,WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER,TSG
SNAI1,WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER,TSG
TMPRSS4,WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER,TSG
MMP9,WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER,TSG
MIRLET7E,WP_GASTRIC_CANCER_NETWORK_2,TSG
S100A6,WP_GASTRIC_CANCER_NETWORK_2,TSG
UBE2C,WP_GASTRIC_CANCER_NETWORK_2,TSG
AHCTF1,WP_GASTRIC_CANCER_NETWORK_2,TSG
RAD17,WP_GASTRIC_CANCER_NETWORK_2,TSG
RFC3,WP_GASTRIC_CANCER_NETWORK_2,TSG
DSCC1,WP_GASTRIC_CANCER_NETWORK_2,TSG
CHTF18,WP_GASTRIC_CANCER_NETWORK_2,TSG
MTDH,WP_GASTRIC_CANCER_NETWORK_2,TSG
LMNB2,WP_GASTRIC_CANCER_NETWORK_2,TSG
UBE2T,WP_GASTRIC_CANCER_NETWORK_2,TSG
MYC,WP_GASTRIC_CANCER_NETWORK_2,TSG
CTNNB1,WP_GASTRIC_CANCER_NETWORK_2,TSG
ATAD2,WP_GASTRIC_CANCER_NETWORK_2,TSG
COL9A3,WP_GASTRIC_CANCER_NETWORK_2,TSG
CACYBP,WP_GASTRIC_CANCER_NETWORK_2,TSG
CEBPZ,WP_GASTRIC_CANCER_NETWORK_2,TSG
LBR,WP_GASTRIC_CANCER_NETWORK_2,TSG
EGFR,WP_GASTRIC_CANCER_NETWORK_2,TSG
SNURF,WP_GASTRIC_CANCER_NETWORK_2,TSG
TOP2A,WP_GASTRIC_CANCER_NETWORK_2,TSG
TP53,WP_GASTRIC_CANCER_NETWORK_2,TSG
FAM91A1,WP_GASTRIC_CANCER_NETWORK_2,TSG
COL9A1,WP_GASTRIC_CANCER_NETWORK_2,TSG
MIR7108,WP_GASTRIC_CANCER_NETWORK_2,TSG
OTUD5,WP_GASTRIC_CANCER_NETWORK_2,TSG
BRIX1,WP_GASTRIC_CANCER_NETWORK_2,TSG
RNF144B,WP_GASTRIC_CANCER_NETWORK_2,TSG
CD48,WP_GASTRIC_CANCER_NETWORK_2,TSG
FANCI,WP_GASTRIC_CANCER_NETWORK_2,TSG
RFC4,WP_GASTRIC_CANCER_NETWORK_2,TSG
CHTF8,WP_GASTRIC_CANCER_NETWORK_2,TSG
PLAC8,WP_GASTRIC_CANCER_NETWORK_2,TSG
CBS,WP_FOLATEALCOHOL_AND_CANCER_PATHWAY_HYPOTHESES,TSG
ALDH1A1,WP_FOLATEALCOHOL_AND_CANCER_PATHWAY_HYPOTHESES,TSG
ADH5,WP_FOLATEALCOHOL_AND_CANCER_PATHWAY_HYPOTHESES,TSG
CREB1,WP_FOLATEALCOHOL_AND_CANCER_PATHWAY_HYPOTHESES,TSG
CYP2E1,WP_FOLATEALCOHOL_AND_CANCER_PATHWAY_HYPOTHESES,TSG
MTHFR,WP_FOLATEALCOHOL_AND_CANCER_PATHWAY_HYPOTHESES,TSG
CEBPB,WP_FOLATEALCOHOL_AND_CANCER_PATHWAY_HYPOTHESES,TSG
ALDH1L1,WP_FOLATEALCOHOL_AND_CANCER_PATHWAY_HYPOTHESES,TSG
MTR,WP_FOLATEALCOHOL_AND_CANCER_PATHWAY_HYPOTHESES,TSG
PIK3R1,WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE,TSG
PIK3R2,WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE,TSG
PTPN11,WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE,TSG
HLA-DRB1,WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE,TSG
CTLA4,WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE,TSG
PIK3CA,WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE,TSG
PIK3CB,WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE,TSG
PIK3CD,WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE,TSG
CD28,WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE,TSG
CD80,WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE,TSG
CD86,WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE,TSG
PTPN6,WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE,TSG
PIK3R3,WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE,TSG
PPP2CA,WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE,TSG
PAK3,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
TRIO,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
STAT3,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
FOS,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
PAK5,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
F2RL2,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
EPHB6,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
EPHB4,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
SORT1,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
PAK2,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
NGFR,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
ARF1,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
PIK3R6,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
EPHB3,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
EPHB2,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
EPHB1,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
PIK3R3,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
MIR3620,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
PAK4,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
RAC1,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
PIK3CG,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
PIK3R4,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
PAK1,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
TWIST1,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
PIK3CA,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
PIK3R5,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
PIK3CB,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
PIK3CD,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
TIAM1,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
NTRK2,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
RHOA,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
NGEF,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
KIDINS220,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
AKT3,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
MMP2,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
AKT1,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
AKT2,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
BDNF,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
MMP8,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
BUB1B-PAK6,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
MMP9,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
PAK6,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
CDH11,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
JUN,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,TSG
JUN,KEGG_PATHWAYS_IN_CANCER,TSG
STAT3,KEGG_PATHWAYS_IN_CANCER,TSG
TFG,KEGG_PATHWAYS_IN_CANCER,TSG
STAT1,KEGG_PATHWAYS_IN_CANCER,TSG
HGF,KEGG_PATHWAYS_IN_CANCER,TSG
BIRC5,KEGG_PATHWAYS_IN_CANCER,TSG
FN1,KEGG_PATHWAYS_IN_CANCER,TSG
BIRC3,KEGG_PATHWAYS_IN_CANCER,TSG
IGF1,KEGG_PATHWAYS_IN_CANCER,TSG
XIAP,KEGG_PATHWAYS_IN_CANCER,TSG
PML,KEGG_PATHWAYS_IN_CANCER,TSG
JUP,KEGG_PATHWAYS_IN_CANCER,TSG
HHIP,KEGG_PATHWAYS_IN_CANCER,TSG
IGF1R,KEGG_PATHWAYS_IN_CANCER,TSG
FZD1,KEGG_PATHWAYS_IN_CANCER,TSG
FZD4,KEGG_PATHWAYS_IN_CANCER,TSG
GSTP1,KEGG_PATHWAYS_IN_CANCER,TSG
FZD6,KEGG_PATHWAYS_IN_CANCER,TSG
FZD7,KEGG_PATHWAYS_IN_CANCER,TSG
FZD8,KEGG_PATHWAYS_IN_CANCER,TSG
LEF1,KEGG_PATHWAYS_IN_CANCER,TSG
FZD9,KEGG_PATHWAYS_IN_CANCER,TSG
MSH6,KEGG_PATHWAYS_IN_CANCER,TSG
PGF,KEGG_PATHWAYS_IN_CANCER,TSG
CTBP2,KEGG_PATHWAYS_IN_CANCER,TSG
CTBP1,KEGG_PATHWAYS_IN_CANCER,TSG
WNT9B,KEGG_PATHWAYS_IN_CANCER,TSG
PTK2,KEGG_PATHWAYS_IN_CANCER,TSG
WNT9A,KEGG_PATHWAYS_IN_CANCER,TSG
PTGS2,KEGG_PATHWAYS_IN_CANCER,TSG
HIF1A,KEGG_PATHWAYS_IN_CANCER,TSG
FLT3,KEGG_PATHWAYS_IN_CANCER,TSG
FLT3LG,KEGG_PATHWAYS_IN_CANCER,TSG
ABL1,KEGG_PATHWAYS_IN_CANCER,TSG
WNT2B,KEGG_PATHWAYS_IN_CANCER,TSG
JAK1,KEGG_PATHWAYS_IN_CANCER,TSG
WNT11,KEGG_PATHWAYS_IN_CANCER,TSG
AKT1,KEGG_PATHWAYS_IN_CANCER,TSG
WNT10B,KEGG_PATHWAYS_IN_CANCER,TSG
AKT2,KEGG_PATHWAYS_IN_CANCER,TSG
LAMC2,KEGG_PATHWAYS_IN_CANCER,TSG
SMO,KEGG_PATHWAYS_IN_CANCER,TSG
NRAS,KEGG_PATHWAYS_IN_CANCER,TSG
LAMB2,KEGG_PATHWAYS_IN_CANCER,TSG
ARNT,KEGG_PATHWAYS_IN_CANCER,TSG
TPR,KEGG_PATHWAYS_IN_CANCER,TSG
LAMB3,KEGG_PATHWAYS_IN_CANCER,TSG
AXIN1,KEGG_PATHWAYS_IN_CANCER,TSG
LAMC1,KEGG_PATHWAYS_IN_CANCER,TSG
AXIN2,KEGG_PATHWAYS_IN_CANCER,TSG
STAT5B,KEGG_PATHWAYS_IN_CANCER,TSG
STAT5A,KEGG_PATHWAYS_IN_CANCER,TSG
LAMA4,KEGG_PATHWAYS_IN_CANCER,TSG
LAMA5,KEGG_PATHWAYS_IN_CANCER,TSG
NFKB2,KEGG_PATHWAYS_IN_CANCER,TSG
LAMB1,KEGG_PATHWAYS_IN_CANCER,TSG
NFKB1,KEGG_PATHWAYS_IN_CANCER,TSG
CTNNA1,KEGG_PATHWAYS_IN_CANCER,TSG
NFKBIA,KEGG_PATHWAYS_IN_CANCER,TSG
TPM3,KEGG_PATHWAYS_IN_CANCER,TSG
MYC,KEGG_PATHWAYS_IN_CANCER,TSG
PIK3R5,KEGG_PATHWAYS_IN_CANCER,TSG
CSF1R,KEGG_PATHWAYS_IN_CANCER,TSG
SHH,KEGG_PATHWAYS_IN_CANCER,TSG
LAMB4,KEGG_PATHWAYS_IN_CANCER,TSG
CCDC6,KEGG_PATHWAYS_IN_CANCER,TSG
NCOA4,KEGG_PATHWAYS_IN_CANCER,TSG
KRAS,KEGG_PATHWAYS_IN_CANCER,TSG
CSF2RA,KEGG_PATHWAYS_IN_CANCER,TSG
TRAF6,KEGG_PATHWAYS_IN_CANCER,TSG
TGFB2,KEGG_PATHWAYS_IN_CANCER,TSG
TRAF5,KEGG_PATHWAYS_IN_CANCER,TSG
TRAF3,KEGG_PATHWAYS_IN_CANCER,TSG
TGFB1,KEGG_PATHWAYS_IN_CANCER,TSG
TRAF2,KEGG_PATHWAYS_IN_CANCER,TSG
RBX1,KEGG_PATHWAYS_IN_CANCER,TSG
TGFBR2,KEGG_PATHWAYS_IN_CANCER,TSG
TRAF1,KEGG_PATHWAYS_IN_CANCER,TSG
TGFBR1,KEGG_PATHWAYS_IN_CANCER,TSG
HSP90B1,KEGG_PATHWAYS_IN_CANCER,TSG
MET,KEGG_PATHWAYS_IN_CANCER,TSG
TGFB3,KEGG_PATHWAYS_IN_CANCER,TSG
RALB,KEGG_PATHWAYS_IN_CANCER,TSG
RALA,KEGG_PATHWAYS_IN_CANCER,TSG
FOXO1,KEGG_PATHWAYS_IN_CANCER,TSG
CSF3R,KEGG_PATHWAYS_IN_CANCER,TSG
BIRC2,KEGG_PATHWAYS_IN_CANCER,TSG
APC,KEGG_PATHWAYS_IN_CANCER,TSG
SUFU,KEGG_PATHWAYS_IN_CANCER,TSG
PIAS4,KEGG_PATHWAYS_IN_CANCER,TSG
LAMC3,KEGG_PATHWAYS_IN_CANCER,TSG
CBLC,KEGG_PATHWAYS_IN_CANCER,TSG
WNT16,KEGG_PATHWAYS_IN_CANCER,TSG
PLCG1,KEGG_PATHWAYS_IN_CANCER,TSG
PLCG2,KEGG_PATHWAYS_IN_CANCER,TSG
PLD1,KEGG_PATHWAYS_IN_CANCER,TSG
BCR,KEGG_PATHWAYS_IN_CANCER,TSG
PAX8,KEGG_PATHWAYS_IN_CANCER,TSG
CASP9,KEGG_PATHWAYS_IN_CANCER,TSG
MAX,KEGG_PATHWAYS_IN_CANCER,TSG
CASP8,KEGG_PATHWAYS_IN_CANCER,TSG
RARB,KEGG_PATHWAYS_IN_CANCER,TSG
FGF9,KEGG_PATHWAYS_IN_CANCER,TSG
RARA,KEGG_PATHWAYS_IN_CANCER,TSG
FGF8,KEGG_PATHWAYS_IN_CANCER,TSG
FGF7,KEGG_PATHWAYS_IN_CANCER,TSG
FGF6,KEGG_PATHWAYS_IN_CANCER,TSG
FGF5,KEGG_PATHWAYS_IN_CANCER,TSG
MTOR,KEGG_PATHWAYS_IN_CANCER,TSG
FGF3,KEGG_PATHWAYS_IN_CANCER,TSG
FGF4,KEGG_PATHWAYS_IN_CANCER,TSG
KITLG,KEGG_PATHWAYS_IN_CANCER,TSG
FGF1,KEGG_PATHWAYS_IN_CANCER,TSG
PTCH2,KEGG_PATHWAYS_IN_CANCER,TSG
FGF2,KEGG_PATHWAYS_IN_CANCER,TSG
FGF21,KEGG_PATHWAYS_IN_CANCER,TSG
BAD,KEGG_PATHWAYS_IN_CANCER,TSG
MAPK9,KEGG_PATHWAYS_IN_CANCER,TSG
MAPK10,KEGG_PATHWAYS_IN_CANCER,TSG
WNT3A,KEGG_PATHWAYS_IN_CANCER,TSG
MAP2K2,KEGG_PATHWAYS_IN_CANCER,TSG
MECOM,KEGG_PATHWAYS_IN_CANCER,TSG
NOS2,KEGG_PATHWAYS_IN_CANCER,TSG
BAX,KEGG_PATHWAYS_IN_CANCER,TSG
MAP2K1,KEGG_PATHWAYS_IN_CANCER,TSG
FGFR2,KEGG_PATHWAYS_IN_CANCER,TSG
FZD3,KEGG_PATHWAYS_IN_CANCER,TSG
KIT,KEGG_PATHWAYS_IN_CANCER,TSG
RB1,KEGG_PATHWAYS_IN_CANCER,TSG
CASP3,KEGG_PATHWAYS_IN_CANCER,TSG
FGFR3,KEGG_PATHWAYS_IN_CANCER,TSG
PIAS2,KEGG_PATHWAYS_IN_CANCER,TSG
FGFR1,KEGG_PATHWAYS_IN_CANCER,TSG
FGF14,KEGG_PATHWAYS_IN_CANCER,TSG
FGF17,KEGG_PATHWAYS_IN_CANCER,TSG
FGF16,KEGG_PATHWAYS_IN_CANCER,TSG
FGF10,KEGG_PATHWAYS_IN_CANCER,TSG
CUL2,KEGG_PATHWAYS_IN_CANCER,TSG
GRB2,KEGG_PATHWAYS_IN_CANCER,TSG
FGF11,KEGG_PATHWAYS_IN_CANCER,TSG
FGF12,KEGG_PATHWAYS_IN_CANCER,TSG
WNT10A,KEGG_PATHWAYS_IN_CANCER,TSG
FGF13,KEGG_PATHWAYS_IN_CANCER,TSG
WNT4,KEGG_PATHWAYS_IN_CANCER,TSG
SMAD3,KEGG_PATHWAYS_IN_CANCER,TSG
ETS1,KEGG_PATHWAYS_IN_CANCER,TSG
SMAD4,KEGG_PATHWAYS_IN_CANCER,TSG
SMAD2,KEGG_PATHWAYS_IN_CANCER,TSG
RUNX1,KEGG_PATHWAYS_IN_CANCER,TSG
IKBKG,KEGG_PATHWAYS_IN_CANCER,TSG
HRAS,KEGG_PATHWAYS_IN_CANCER,TSG
WNT1,KEGG_PATHWAYS_IN_CANCER,TSG
RUNX1T1,KEGG_PATHWAYS_IN_CANCER,TSG
WNT7A,KEGG_PATHWAYS_IN_CANCER,TSG
CBLB,KEGG_PATHWAYS_IN_CANCER,TSG
WNT7B,KEGG_PATHWAYS_IN_CANCER,TSG
CBL,KEGG_PATHWAYS_IN_CANCER,TSG
WNT8A,KEGG_PATHWAYS_IN_CANCER,TSG
WNT8B,KEGG_PATHWAYS_IN_CANCER,TSG
WNT2,KEGG_PATHWAYS_IN_CANCER,TSG
CTNNA2,KEGG_PATHWAYS_IN_CANCER,TSG
FGF23,KEGG_PATHWAYS_IN_CANCER,TSG
WNT3,KEGG_PATHWAYS_IN_CANCER,TSG
RASSF5,KEGG_PATHWAYS_IN_CANCER,TSG
WNT5A,KEGG_PATHWAYS_IN_CANCER,TSG
WNT6,KEGG_PATHWAYS_IN_CANCER,TSG
CTNNB1,KEGG_PATHWAYS_IN_CANCER,TSG
CCNA1,KEGG_PATHWAYS_IN_CANCER,TSG
FGF18,KEGG_PATHWAYS_IN_CANCER,TSG
STK4,KEGG_PATHWAYS_IN_CANCER,TSG
STK36,KEGG_PATHWAYS_IN_CANCER,TSG
FZD10,KEGG_PATHWAYS_IN_CANCER,TSG
FZD5,KEGG_PATHWAYS_IN_CANCER,TSG
PTEN,KEGG_PATHWAYS_IN_CANCER,TSG
PIK3R3,KEGG_PATHWAYS_IN_CANCER,TSG
TCF7L1,KEGG_PATHWAYS_IN_CANCER,TSG
RALGDS,KEGG_PATHWAYS_IN_CANCER,TSG
PTCH1,KEGG_PATHWAYS_IN_CANCER,TSG
MITF,KEGG_PATHWAYS_IN_CANCER,TSG
CTNNA3,KEGG_PATHWAYS_IN_CANCER,TSG
FOS,KEGG_PATHWAYS_IN_CANCER,TSG
LAMA1,KEGG_PATHWAYS_IN_CANCER,TSG
PIAS3,KEGG_PATHWAYS_IN_CANCER,TSG
NKX3-1,KEGG_PATHWAYS_IN_CANCER,TSG
ITGA3,KEGG_PATHWAYS_IN_CANCER,TSG
APC2,KEGG_PATHWAYS_IN_CANCER,TSG
ITGA2B,KEGG_PATHWAYS_IN_CANCER,TSG
CREBBP,KEGG_PATHWAYS_IN_CANCER,TSG
COL4A6,KEGG_PATHWAYS_IN_CANCER,TSG
PDGFRB,KEGG_PATHWAYS_IN_CANCER,TSG
MMP2,KEGG_PATHWAYS_IN_CANCER,TSG
BRCA2,KEGG_PATHWAYS_IN_CANCER,TSG
COL4A1,KEGG_PATHWAYS_IN_CANCER,TSG
MMP1,KEGG_PATHWAYS_IN_CANCER,TSG
BRAF,KEGG_PATHWAYS_IN_CANCER,TSG
COL4A2,KEGG_PATHWAYS_IN_CANCER,TSG
MMP9,KEGG_PATHWAYS_IN_CANCER,TSG
MLH1,KEGG_PATHWAYS_IN_CANCER,TSG
COL4A4,KEGG_PATHWAYS_IN_CANCER,TSG
SPI1,KEGG_PATHWAYS_IN_CANCER,TSG
IKBKB,KEGG_PATHWAYS_IN_CANCER,TSG
MDM2,KEGG_PATHWAYS_IN_CANCER,TSG
ARNT2,KEGG_PATHWAYS_IN_CANCER,TSG
ITGAV,KEGG_PATHWAYS_IN_CANCER,TSG
ITGB1,KEGG_PATHWAYS_IN_CANCER,TSG
AKT3,KEGG_PATHWAYS_IN_CANCER,TSG
EGLN2,KEGG_PATHWAYS_IN_CANCER,TSG
DAPK3,KEGG_PATHWAYS_IN_CANCER,TSG
EGLN3,KEGG_PATHWAYS_IN_CANCER,TSG
DAPK1,KEGG_PATHWAYS_IN_CANCER,TSG
PIAS1,KEGG_PATHWAYS_IN_CANCER,TSG
FGF20,KEGG_PATHWAYS_IN_CANCER,TSG
RELA,KEGG_PATHWAYS_IN_CANCER,TSG
APPL1,KEGG_PATHWAYS_IN_CANCER,TSG
FH,KEGG_PATHWAYS_IN_CANCER,TSG
VEGFA,KEGG_PATHWAYS_IN_CANCER,TSG
HSP90AA1,KEGG_PATHWAYS_IN_CANCER,TSG
VEGFC,KEGG_PATHWAYS_IN_CANCER,TSG
VEGFB,KEGG_PATHWAYS_IN_CANCER,TSG
WNT5B,KEGG_PATHWAYS_IN_CANCER,TSG
CCND1,KEGG_PATHWAYS_IN_CANCER,TSG
TRAF4,KEGG_PATHWAYS_IN_CANCER,TSG
BCL2,KEGG_PATHWAYS_IN_CANCER,TSG
PDGFA,KEGG_PATHWAYS_IN_CANCER,TSG
FGF22,KEGG_PATHWAYS_IN_CANCER,TSG
PDGFB,KEGG_PATHWAYS_IN_CANCER,TSG
BCL2L1,KEGG_PATHWAYS_IN_CANCER,TSG
PDGFRA,KEGG_PATHWAYS_IN_CANCER,TSG
MSH2,KEGG_PATHWAYS_IN_CANCER,TSG
VHL,KEGG_PATHWAYS_IN_CANCER,TSG
VEGFD,KEGG_PATHWAYS_IN_CANCER,TSG
RALBP1,KEGG_PATHWAYS_IN_CANCER,TSG
HSP90AB1,KEGG_PATHWAYS_IN_CANCER,TSG
MSH3,KEGG_PATHWAYS_IN_CANCER,TSG
CRK,KEGG_PATHWAYS_IN_CANCER,TSG
CYCS,KEGG_PATHWAYS_IN_CANCER,TSG
CRKL,KEGG_PATHWAYS_IN_CANCER,TSG
CCNE1,KEGG_PATHWAYS_IN_CANCER,TSG
DCC,KEGG_PATHWAYS_IN_CANCER,TSG
CDC42,KEGG_PATHWAYS_IN_CANCER,TSG
CDH1,KEGG_PATHWAYS_IN_CANCER,TSG
SOS2,KEGG_PATHWAYS_IN_CANCER,TSG
E2F1,KEGG_PATHWAYS_IN_CANCER,TSG
CHUK,KEGG_PATHWAYS_IN_CANCER,TSG
ZBTB16,KEGG_PATHWAYS_IN_CANCER,TSG
RAF1,KEGG_PATHWAYS_IN_CANCER,TSG
PRKCB,KEGG_PATHWAYS_IN_CANCER,TSG
PRKCA,KEGG_PATHWAYS_IN_CANCER,TSG
SLC2A1,KEGG_PATHWAYS_IN_CANCER,TSG
CEBPA,KEGG_PATHWAYS_IN_CANCER,TSG
FADD,KEGG_PATHWAYS_IN_CANCER,TSG
RHOA,KEGG_PATHWAYS_IN_CANCER,TSG
RAD51,KEGG_PATHWAYS_IN_CANCER,TSG
ELOC,KEGG_PATHWAYS_IN_CANCER,TSG
PRKCG,KEGG_PATHWAYS_IN_CANCER,TSG
ELOB,KEGG_PATHWAYS_IN_CANCER,TSG
CXCL8,KEGG_PATHWAYS_IN_CANCER,TSG
RAC2,KEGG_PATHWAYS_IN_CANCER,TSG
DVL3,KEGG_PATHWAYS_IN_CANCER,TSG
ERBB2,KEGG_PATHWAYS_IN_CANCER,TSG
DVL2,KEGG_PATHWAYS_IN_CANCER,TSG
BID,KEGG_PATHWAYS_IN_CANCER,TSG
TGFA,KEGG_PATHWAYS_IN_CANCER,TSG
RAC3,KEGG_PATHWAYS_IN_CANCER,TSG
RXRB,KEGG_PATHWAYS_IN_CANCER,TSG
RXRG,KEGG_PATHWAYS_IN_CANCER,TSG
RXRA,KEGG_PATHWAYS_IN_CANCER,TSG
RASSF1,KEGG_PATHWAYS_IN_CANCER,TSG
DVL1,KEGG_PATHWAYS_IN_CANCER,TSG
SKP2,KEGG_PATHWAYS_IN_CANCER,TSG
RET,KEGG_PATHWAYS_IN_CANCER,TSG
MAPK3,KEGG_PATHWAYS_IN_CANCER,TSG
TCF7,KEGG_PATHWAYS_IN_CANCER,TSG
DAPK2,KEGG_PATHWAYS_IN_CANCER,TSG
FGF19,KEGG_PATHWAYS_IN_CANCER,TSG
RAC1,KEGG_PATHWAYS_IN_CANCER,TSG
SOS1,KEGG_PATHWAYS_IN_CANCER,TSG
TCF7L2,KEGG_PATHWAYS_IN_CANCER,TSG
MAPK1,KEGG_PATHWAYS_IN_CANCER,TSG
MAPK8,KEGG_PATHWAYS_IN_CANCER,TSG
EGFR,KEGG_PATHWAYS_IN_CANCER,TSG
EP300,KEGG_PATHWAYS_IN_CANCER,TSG
EPAS1,KEGG_PATHWAYS_IN_CANCER,TSG
GSK3B,KEGG_PATHWAYS_IN_CANCER,TSG
CDKN2A,KEGG_PATHWAYS_IN_CANCER,TSG
CDKN1B,KEGG_PATHWAYS_IN_CANCER,TSG
CDKN1A,KEGG_PATHWAYS_IN_CANCER,TSG
EGF,KEGG_PATHWAYS_IN_CANCER,TSG
LAMA3,KEGG_PATHWAYS_IN_CANCER,TSG
LAMA2,KEGG_PATHWAYS_IN_CANCER,TSG
CDKN2B,KEGG_PATHWAYS_IN_CANCER,TSG
ARAF,KEGG_PATHWAYS_IN_CANCER,TSG
AR,KEGG_PATHWAYS_IN_CANCER,TSG
ITGA6,KEGG_PATHWAYS_IN_CANCER,TSG
ITGA2,KEGG_PATHWAYS_IN_CANCER,TSG
GLI1,KEGG_PATHWAYS_IN_CANCER,TSG
EGLN1,KEGG_PATHWAYS_IN_CANCER,TSG
CDK2,KEGG_PATHWAYS_IN_CANCER,TSG
BMP4,KEGG_PATHWAYS_IN_CANCER,TSG
CDK4,KEGG_PATHWAYS_IN_CANCER,TSG
BMP2,KEGG_PATHWAYS_IN_CANCER,TSG
GLI2,KEGG_PATHWAYS_IN_CANCER,TSG
PPARG,KEGG_PATHWAYS_IN_CANCER,TSG
GLI3,KEGG_PATHWAYS_IN_CANCER,TSG
PPARD,KEGG_PATHWAYS_IN_CANCER,TSG
TP53,KEGG_PATHWAYS_IN_CANCER,TSG
E2F3,KEGG_PATHWAYS_IN_CANCER,TSG
E2F2,KEGG_PATHWAYS_IN_CANCER,TSG
PIK3CA,KEGG_PATHWAYS_IN_CANCER,TSG
PIK3CB,KEGG_PATHWAYS_IN_CANCER,TSG
CCNE2,KEGG_PATHWAYS_IN_CANCER,TSG
CDK6,KEGG_PATHWAYS_IN_CANCER,TSG
FAS,KEGG_PATHWAYS_IN_CANCER,TSG
