Gene,Pathway,OG_TSG
CSNK1A1,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
DKK2,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
H19,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
DVL3,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
DVL2,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
MIR6808,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
SOX17,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
MAP3K7,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
WIF1,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
PORCN,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
WNT4,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
CER1,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
NKD1,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
FRAT1,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
SOST,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
AXIN1,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
AXIN2,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
MIR675,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
WNT16,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
TCF3,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
CCND2,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
CCND3,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
CSNK2A3,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
FZD3,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
FZD5,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
MACROH2A2,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
NLK,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
FZD1,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
WNT3,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
WNT2,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
WNT6,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
MIR16-2,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
WNT5A,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
SERPINF1,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
MIR16-1,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
FZD8,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
WNT7B,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
WNT7A,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
FZD9,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
FZD6,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
SFRP2,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
FZD7,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
SFRP1,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
WNT1,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
CTBP2,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
ROR1,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
CTBP1,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
RYK,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
FZD10,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
TCF7,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
PLAU,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
TCF7L2,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
TPTEP2-CSNK1E,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
CXXC4,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
CDK6,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
WNT10B,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
FRAT2,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
WNT2B,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
NOTUM,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
WNT11,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
TCF7L1,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
CTNNB1,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
WNT10A,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
APC2,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
SFRP5,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
SFRP4,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
ROR2,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
RUVBL1,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
FOSL1,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
APC,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
LEF1,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
CDK8,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
MIR34AHG,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
JUN,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
CHD8,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
SENP2,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
TFAP2A,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
CTNNBIP1,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
LRP6,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
DKK1,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
HNRNPU,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
WNT3A,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
LRP5,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
HNRNPK,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
MIR34A,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
MIR7-1,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
GSK3B,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
WNT5B,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
FZD2,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
ATF3,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,TSG
PRKCG,WP_NONSMALL_CELL_LUNG_CANCER,TSG
RASSF1,WP_NONSMALL_CELL_LUNG_CANCER,TSG
NRAS,WP_NONSMALL_CELL_LUNG_CANCER,TSG
CDK6,WP_NONSMALL_CELL_LUNG_CANCER,TSG
CRABP2,WP_NONSMALL_CELL_LUNG_CANCER,TSG
CRABP1,WP_NONSMALL_CELL_LUNG_CANCER,TSG
FHIT,WP_NONSMALL_CELL_LUNG_CANCER,TSG
CDK4,WP_NONSMALL_CELL_LUNG_CANCER,TSG
CCND1,WP_NONSMALL_CELL_LUNG_CANCER,TSG
BRAF,WP_NONSMALL_CELL_LUNG_CANCER,TSG
JAK3,WP_NONSMALL_CELL_LUNG_CANCER,TSG
ALK,WP_NONSMALL_CELL_LUNG_CANCER,TSG
PLCG1,WP_NONSMALL_CELL_LUNG_CANCER,TSG
PRKCA,WP_NONSMALL_CELL_LUNG_CANCER,TSG
PLCG2,WP_NONSMALL_CELL_LUNG_CANCER,TSG
RASSF5,WP_NONSMALL_CELL_LUNG_CANCER,TSG
PRKCB,WP_NONSMALL_CELL_LUNG_CANCER,TSG
BID,WP_NONSMALL_CELL_LUNG_CANCER,TSG
STK4,WP_NONSMALL_CELL_LUNG_CANCER,TSG
CASP3,WP_NONSMALL_CELL_LUNG_CANCER,TSG
FOXO3,WP_NONSMALL_CELL_LUNG_CANCER,TSG
MAPK1,WP_NONSMALL_CELL_LUNG_CANCER,TSG
MAPK3,WP_NONSMALL_CELL_LUNG_CANCER,TSG
CDKN2A,WP_NONSMALL_CELL_LUNG_CANCER,TSG
CDKN1A,WP_NONSMALL_CELL_LUNG_CANCER,TSG
CASP8,WP_NONSMALL_CELL_LUNG_CANCER,TSG
ARAF,WP_NONSMALL_CELL_LUNG_CANCER,TSG
CASP9,WP_NONSMALL_CELL_LUNG_CANCER,TSG
AKT1,WP_NONSMALL_CELL_LUNG_CANCER,TSG
AKT2,WP_NONSMALL_CELL_LUNG_CANCER,TSG
CYCS,WP_NONSMALL_CELL_LUNG_CANCER,TSG
E2F1,WP_NONSMALL_CELL_LUNG_CANCER,TSG
KRAS,WP_NONSMALL_CELL_LUNG_CANCER,TSG
GADD45B,WP_NONSMALL_CELL_LUNG_CANCER,TSG
PDK1,WP_NONSMALL_CELL_LUNG_CANCER,TSG
RXRA,WP_NONSMALL_CELL_LUNG_CANCER,TSG
SOS1,WP_NONSMALL_CELL_LUNG_CANCER,TSG
RXRG,WP_NONSMALL_CELL_LUNG_CANCER,TSG
STAT3,WP_NONSMALL_CELL_LUNG_CANCER,TSG
RXRB,WP_NONSMALL_CELL_LUNG_CANCER,TSG
HRAS,WP_NONSMALL_CELL_LUNG_CANCER,TSG
BAD,WP_NONSMALL_CELL_LUNG_CANCER,TSG
RARB,WP_NONSMALL_CELL_LUNG_CANCER,TSG
GADD45G,WP_NONSMALL_CELL_LUNG_CANCER,TSG
EGF,WP_NONSMALL_CELL_LUNG_CANCER,TSG
GRB2,WP_NONSMALL_CELL_LUNG_CANCER,TSG
BAK1,WP_NONSMALL_CELL_LUNG_CANCER,TSG
E2F3,WP_NONSMALL_CELL_LUNG_CANCER,TSG
E2F2,WP_NONSMALL_CELL_LUNG_CANCER,TSG
PIK3R3,WP_NONSMALL_CELL_LUNG_CANCER,TSG
POLK,WP_NONSMALL_CELL_LUNG_CANCER,TSG
EGFR,WP_NONSMALL_CELL_LUNG_CANCER,TSG
PIK3R1,WP_NONSMALL_CELL_LUNG_CANCER,TSG
PIK3R2,WP_NONSMALL_CELL_LUNG_CANCER,TSG
TP53,WP_NONSMALL_CELL_LUNG_CANCER,TSG
TGFA,WP_NONSMALL_CELL_LUNG_CANCER,TSG
RAF1,WP_NONSMALL_CELL_LUNG_CANCER,TSG
EML4,WP_NONSMALL_CELL_LUNG_CANCER,TSG
ERBB2,WP_NONSMALL_CELL_LUNG_CANCER,TSG
PIK3CA,WP_NONSMALL_CELL_LUNG_CANCER,TSG
PIK3CB,WP_NONSMALL_CELL_LUNG_CANCER,TSG
BAX,WP_NONSMALL_CELL_LUNG_CANCER,TSG
PIK3CD,WP_NONSMALL_CELL_LUNG_CANCER,TSG
DDB2,WP_NONSMALL_CELL_LUNG_CANCER,TSG
AKT3,WP_NONSMALL_CELL_LUNG_CANCER,TSG
STAT5B,WP_NONSMALL_CELL_LUNG_CANCER,TSG
SOS2,WP_NONSMALL_CELL_LUNG_CANCER,TSG
STAT5A,WP_NONSMALL_CELL_LUNG_CANCER,TSG
MAP2K1,WP_NONSMALL_CELL_LUNG_CANCER,TSG
MAP2K2,WP_NONSMALL_CELL_LUNG_CANCER,TSG
RB1,WP_NONSMALL_CELL_LUNG_CANCER,TSG
GADD45A,WP_NONSMALL_CELL_LUNG_CANCER,TSG
JAK1,WP_TCA_CYCLE_NUTRIENT_USE_AND_INVASIVENESS_OF_OVARIAN_CANCER,TSG
MAPK1,WP_TCA_CYCLE_NUTRIENT_USE_AND_INVASIVENESS_OF_OVARIAN_CANCER,TSG
MAPK3,WP_TCA_CYCLE_NUTRIENT_USE_AND_INVASIVENESS_OF_OVARIAN_CANCER,TSG
STAT3,WP_TCA_CYCLE_NUTRIENT_USE_AND_INVASIVENESS_OF_OVARIAN_CANCER,TSG
EGFR,WP_TCA_CYCLE_NUTRIENT_USE_AND_INVASIVENESS_OF_OVARIAN_CANCER,TSG
TNFRSF10B,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
MIR320A,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
MIR4482,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
MIR3191,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
PMAIP1,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
MIR548B,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
SIAH1,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
MIR27B,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
MIR548C,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
ATM,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
MDM2,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
SESN3,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
MIR1305,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
SHISA5,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
APAF1,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
BID,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
CHEK2,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
EI24,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
MIR182,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
CASP3,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
MIR548Z,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
ZMAT3,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
PERP,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
SERPINE1,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
TP53AIP1,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
TP53,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
MIR4491,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
BAX,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
PTEN,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
DDB2,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
BBC3,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
CASP8,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
CYS1,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
CASP9,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,TSG
HES1,WP_MICRORNA_FOR_TARGETING_CANCER_GROWTH_AND_VASCULARIZATION_IN_GLIOBLASTOMA,TSG
HIF1AN,WP_MICRORNA_FOR_TARGETING_CANCER_GROWTH_AND_VASCULARIZATION_IN_GLIOBLASTOMA,TSG
MIR148A,WP_MICRORNA_FOR_TARGETING_CANCER_GROWTH_AND_VASCULARIZATION_IN_GLIOBLASTOMA,TSG
HIF1A,WP_MICRORNA_FOR_TARGETING_CANCER_GROWTH_AND_VASCULARIZATION_IN_GLIOBLASTOMA,TSG
VEGFA,WP_MICRORNA_FOR_TARGETING_CANCER_GROWTH_AND_VASCULARIZATION_IN_GLIOBLASTOMA,TSG
VEGFC,WP_MICRORNA_FOR_TARGETING_CANCER_GROWTH_AND_VASCULARIZATION_IN_GLIOBLASTOMA,TSG
HEY1,WP_MICRORNA_FOR_TARGETING_CANCER_GROWTH_AND_VASCULARIZATION_IN_GLIOBLASTOMA,TSG
VEGFB,WP_MICRORNA_FOR_TARGETING_CANCER_GROWTH_AND_VASCULARIZATION_IN_GLIOBLASTOMA,TSG
MIR31,WP_MICRORNA_FOR_TARGETING_CANCER_GROWTH_AND_VASCULARIZATION_IN_GLIOBLASTOMA,TSG
DAPK2,WP_BLADDER_CANCER,TSG
MIR637,WP_BLADDER_CANCER,TSG
VEGFA,WP_BLADDER_CANCER,TSG
RASSF1,WP_BLADDER_CANCER,TSG
NRAS,WP_BLADDER_CANCER,TSG
HRAS,WP_BLADDER_CANCER,TSG
UPK3A,WP_BLADDER_CANCER,TSG
MDM2,WP_BLADDER_CANCER,TSG
DAPK3,WP_BLADDER_CANCER,TSG
CDK4,WP_BLADDER_CANCER,TSG
DAPK1,WP_BLADDER_CANCER,TSG
CCND1,WP_BLADDER_CANCER,TSG
BRAF,WP_BLADDER_CANCER,TSG
MYC,WP_BLADDER_CANCER,TSG
EGF,WP_BLADDER_CANCER,TSG
CXCL8,WP_BLADDER_CANCER,TSG
CDH1,WP_BLADDER_CANCER,TSG
HBEGF,WP_BLADDER_CANCER,TSG
EGFR,WP_BLADDER_CANCER,TSG
PIK3R1,WP_BLADDER_CANCER,TSG
THBS1,WP_BLADDER_CANCER,TSG
PIK3R2,WP_BLADDER_CANCER,TSG
MAPK1,WP_BLADDER_CANCER,TSG
TP53,WP_BLADDER_CANCER,TSG
RAF1,WP_BLADDER_CANCER,TSG
TYMP,WP_BLADDER_CANCER,TSG
ERBB2,WP_BLADDER_CANCER,TSG
FGFR3,WP_BLADDER_CANCER,TSG
RPS6KA5,WP_BLADDER_CANCER,TSG
CDKN2A,WP_BLADDER_CANCER,TSG
CDKN1A,WP_BLADDER_CANCER,TSG
ARAF,WP_BLADDER_CANCER,TSG
MMP1,WP_BLADDER_CANCER,TSG
MMP2,WP_BLADDER_CANCER,TSG
E2F1,WP_BLADDER_CANCER,TSG
SRC,WP_BLADDER_CANCER,TSG
MAP2K1,WP_BLADDER_CANCER,TSG
KRAS,WP_BLADDER_CANCER,TSG
MMP9,WP_BLADDER_CANCER,TSG
MAP2K2,WP_BLADDER_CANCER,TSG
RB1,WP_BLADDER_CANCER,TSG
PDHB,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
SHMT2,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
RPIA,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
SLC16A3,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
ACLY,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
PGAM1,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
SLC1A5,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
HK3,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
PYCR2,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
FH,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
MDH2,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
SDHB,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
FASN,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
PDHA1,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
TKT,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
PSAT1,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
GLUD1,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
GLS,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
GPI,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
LDHA,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
TIGAR,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
PYCR1,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
PKM,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
GOT2,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
ACO2,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
SUCLG2,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
TALDO1,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
MIR6741,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
IDH3A,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
IDH2,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
PPAT,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
PGK1,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
PFKL,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
ENO1,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
DLST,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
PAICS,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
GAPDH,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
MIR6787,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
SLC2A1,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
ALDOB,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
PGD,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
PSPH,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
GART,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
G6PD,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,TSG
MYRIP,WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER,TSG
MADD,WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER,TSG
RPH3AL,WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER,TSG
RAB27A,WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER,TSG
MLPH,WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER,TSG
RPH3A,WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER,TSG
SYTL1,WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER,TSG
SYTL5,WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER,TSG
SYTL4,WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER,TSG
SYTL3,WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER,TSG
EXPH5,WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER,TSG
UNC13D,WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER,TSG
TBC1D10A,WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER,TSG
RAB27B,WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER,TSG
SYTL2,WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER,TSG
GCC2,WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER,TSG
